period,year,month,rfh_mean,rfh_avg_mean,rfh_anomaly,r1h_mean,r3h_mean,rfq_mean,demonstrations_events,civilian_targeting_events,civilian_targeting_fatalities,political_violence_events,political_violence_fatalities,total_events,total_fatalities,target_score,risk_band
1997-01,1997,1,10.3131,14.8468,-4.5337,28.8684,213.2127,75.1147,1,3,6,3,6,7,12,8.2,low
1997-02,1997,2,2.8722,13.7901,-10.9179,16.5975,129.0531,50.8078,5,3,9,3,9,11,18,12.8,low
1997-03,1997,3,25.0829,33.9506,-8.8677,32.7423,78.2081,72.8151,0,3,147,6,179,9,326,19.0,low
1997-04,1997,4,96.4678,61.9097,34.5581,234.7868,284.1265,152.3992,2,3,1,4,7,9,8,9.8,low
1997-05,1997,5,37.0656,49.0177,-11.9521,186.306,453.8351,79.166,3,0,0,4,22,7,22,9.2,low
1997-06,1997,6,25.2193,23.4404,1.7789,70.3453,491.4381,105.8482,2,1,0,3,1,6,1,6.1,low
1997-07,1997,7,21.227,20.9574,0.2696,73.0829,329.7342,103.3468,13,5,22,6,22,24,44,28.4,moderate
1997-08,1997,8,22.6832,24.2402,-1.557,72.4955,215.9237,96.5266,1,13,49,25,70,39,119,49.0,moderate
1997-09,1997,9,6.9158,21.2376,-14.3218,29.8259,175.4042,62.3643,1,9,62,16,97,26,159,36.0,moderate
1997-10,1997,10,58.8007,34.3943,24.4064,112.5708,214.8922,170.023,4,3,7,10,29,17,36,20.6,low
1997-11,1997,11,91.8756,46.6301,45.2455,255.2391,397.6358,194.338,2,10,1,14,16,26,17,27.7,moderate
1997-12,1997,12,61.114,27.4213,33.6927,223.2021,591.012,200.5658,4,3,5,12,12,19,17,20.7,low
1998-01,1998,1,48.9762,14.8468,34.1294,161.0922,639.5334,273.2106,1,12,7,21,7,34,14,35.4,moderate
1998-02,1998,2,23.1814,13.7901,9.3913,89.6925,473.9868,153.591,3,2,0,3,0,8,0,8.0,low
1998-03,1998,3,22.1206,33.9506,-11.83,58.5838,309.3685,73.4585,7,2,2,3,2,12,4,12.4,low
1998-04,1998,4,60.2753,61.9097,-1.6344,147.3526,295.6289,99.5042,7,7,1,14,6,28,7,28.7,moderate
1998-05,1998,5,63.1417,49.0177,14.124,202.8404,408.7768,134.6741,3,3,1,6,2,12,3,12.3,low
1998-06,1998,6,30.8785,23.4404,7.4381,117.4554,467.6484,131.1462,2,1,0,1,0,4,0,4.0,low
1998-07,1998,7,23.0529,20.9574,2.0955,62.583,382.8788,107.0691,29,2,1,4,85,35,86,43.6,moderate
1998-08,1998,8,20.1314,24.2402,-4.1088,63.8806,243.9191,89.2796,2,1,213,3,225,6,438,16.0,low
1998-09,1998,9,20.2765,21.2376,-0.9611,61.9344,188.398,95.225,0,2,2,5,2,7,4,7.4,low
1998-10,1998,10,27.5778,34.3943,-6.8165,75.3568,201.1717,80.4165,26,24,281,28,286,78,567,88.0,high
1998-11,1998,11,28.0276,46.6301,-18.6025,90.4662,227.7573,63.7146,1,0,0,3,0,4,0,4.0,low
1998-12,1998,12,8.2122,27.4213,-19.2091,39.2438,205.0668,43.4529,1,4,0,5,0,10,0,10.0,low
1999-01,1999,1,13.1784,14.8468,-1.6684,38.3955,168.1055,88.3047,18,8,1,18,12,44,13,45.3,moderate
1999-02,1999,2,4.5442,13.7901,-9.2459,17.785,95.4243,58.6602,9,2,0,12,8,23,8,23.8,moderate
1999-03,1999,3,52.0164,33.9506,18.0658,113.5784,169.7589,149.3045,6,9,101,12,104,27,205,37.0,moderate
1999-04,1999,4,52.2191,61.9097,-9.6906,157.0166,288.38,84.8203,2,4,1,7,1,13,2,13.2,low
1999-05,1999,5,33.9365,49.0177,-15.0812,117.7568,388.3518,70.0766,0,5,0,11,2,16,2,16.2,low
1999-06,1999,6,19.8378,23.4404,-3.6026,69.4519,344.2254,87.5339,9,4,8,10,21,23,29,25.9,moderate
1999-07,1999,7,19.8395,20.9574,-1.1179,55.956,243.1648,96.7287,5,2,0,13,0,20,0,20.0,low
1999-08,1999,8,26.0528,24.2402,1.8126,75.5767,200.9847,105.9237,0,2,0,15,159,17,159,27.0,moderate
1999-09,1999,9,18.2251,21.2376,-3.0125,63.4546,194.9873,87.8997,0,1,0,4,1,5,1,5.1,low
1999-10,1999,10,32.5958,34.3943,-1.7985,90.7724,229.8037,92.2694,3,6,0,10,3,19,3,19.3,low
1999-11,1999,11,52.4605,46.6301,5.8304,116.859,271.0859,106.9701,0,7,13,12,13,19,26,21.6,low
1999-12,1999,12,26.0275,27.4213,-1.3938,121.2432,328.8745,94.4671,4,5,15,10,15,19,30,22.0,low
2000-01,2000,1,6.2367,14.8468,-8.6101,35.4024,273.5045,60.5934,1,6,18,7,28,14,46,18.6,low
2000-02,2000,2,4.8205,13.7901,-8.9696,16.3728,173.0184,57.6387,1,4,87,11,93,16,180,26.0,moderate
2000-03,2000,3,19.2826,33.9506,-14.668,45.7126,97.4879,62.1228,3,6,20,8,22,17,42,21.2,low
2000-04,2000,4,37.4706,61.9097,-24.4391,91.1576,153.2431,60.9536,2,6,28,17,72,25,100,35.0,moderate
2000-05,2000,5,38.9506,49.0177,-10.0671,116.3079,253.1782,78.5073,0,7,17,12,37,19,54,24.4,moderate
2000-06,2000,6,20.637,23.4404,-2.8034,77.1609,284.6265,91.4516,11,7,17,13,42,31,59,36.9,moderate
2000-07,2000,7,20.8086,20.9574,-0.1488,62.998,256.4669,97.1418,1,4,60,7,70,12,130,22.0,low
2000-08,2000,8,23.4132,24.2402,-0.827,69.0439,209.2029,95.0978,3,14,14,23,17,40,31,43.1,moderate
2000-09,2000,9,18.1151,21.2376,-3.1225,55.2254,187.2674,90.2721,6,4,18,7,19,17,37,20.7,low
2000-10,2000,10,29.644,34.3943,-4.7503,85.3923,209.6616,90.6061,8,9,15,20,17,37,32,40.2,moderate
2000-11,2000,11,48.1584,46.6301,1.5283,121.0335,261.6512,102.9165,4,8,12,12,13,24,25,26.5,moderate
2000-12,2000,12,28.7099,27.4213,1.2886,117.9346,324.3604,99.1227,2,6,6,9,13,17,19,18.9,low
2001-01,2001,1,37.4873,14.8468,22.6405,82.3138,321.2819,195.6659,0,6,26,21,59,27,85,35.5,moderate
2001-02,2001,2,9.005,13.7901,-4.7851,68.8133,269.0617,75.4489,5,8,11,12,56,25,67,31.7,moderate
2001-03,2001,3,39.5488,33.9506,5.5982,71.9517,223.0788,109.6632,4,6,124,28,135,38,259,48.0,moderate
2001-04,2001,4,58.7537,61.9097,-3.156,172.7915,313.5565,92.508,0,3,8,8,17,11,25,13.5,low
2001-05,2001,5,40.4168,49.0177,-8.6009,135.8197,380.5628,81.7452,3,5,9,9,20,17,29,19.9,low
2001-06,2001,6,28.6337,23.4404,5.1933,98.3666,406.9777,114.7841,0,0,0,6,23,6,23,8.3,low
2001-07,2001,7,21.5708,20.9574,0.6134,67.1887,301.3749,101.2688,2,4,9,23,37,29,46,33.6,moderate
2001-08,2001,8,20.6007,24.2402,-3.6395,67.4051,232.9604,90.0095,0,4,9,6,10,10,19,11.9,low
2001-09,2001,9,24.55,21.2376,3.3124,68.9472,203.541,102.9106,0,1,8,12,87,13,95,22.5,low
2001-10,2001,10,31.1467,34.3943,-3.2476,84.8535,221.2058,90.6885,1,2,4,4,8,7,12,8.2,low
2001-11,2001,11,54.3302,46.6301,7.7001,158.0497,311.8504,114.1743,0,3,9,10,46,13,55,18.5,low
2001-12,2001,12,12.4798,27.4213,-14.9415,68.2348,311.138,55.5285,0,4,52,10,140,14,192,24.0,moderate
2002-01,2002,1,19.9212,14.8468,5.0744,51.204,277.4886,118.7576,1,8,9,14,31,23,40,27.0,moderate
2002-02,2002,2,8.7838,13.7901,-5.0063,34.5142,153.9531,75.2512,0,3,7,8,11,11,18,12.8,low
2002-03,2002,3,41.959,33.9506,8.0084,108.0485,193.7668,127.6437,1,8,93,13,96,22,189,32.0,moderate
2002-04,2002,4,71.1057,61.9097,9.196,151.0622,293.6249,112.06,0,5,6,5,6,10,12,11.2,low
2002-05,2002,5,52.8797,49.0177,3.862,219.0132,478.1239,103.8184,5,7,3,8,4,20,7,20.7,low
2002-06,2002,6,18.0374,23.4404,-5.403,66.5721,436.6475,84.0323,12,3,10,7,18,22,28,24.8,moderate
2002-07,2002,7,17.5588,20.9574,-3.3986,49.3086,334.894,91.1733,5,8,22,16,58,29,80,37.0,moderate
2002-08,2002,8,18.9653,24.2402,-5.2749,57.9947,173.8755,86.547,1,4,4,6,6,11,10,12.0,low
2002-09,2002,9,15.7022,21.2376,-5.5354,49.8646,157.1679,91.5774,11,19,83,29,94,59,177,69.0,high
2002-10,2002,10,38.6559,34.3943,4.2616,86.7313,194.5905,107.908,7,12,16,20,21,39,37,42.7,moderate
2002-11,2002,11,45.9348,46.6301,-0.6953,149.1869,285.7827,97.4556,1,12,43,20,54,33,97,42.7,moderate
2002-12,2002,12,47.5965,27.4213,20.1752,110.3064,346.2245,170.3007,1,10,18,22,25,33,43,37.3,moderate
2003-01,2003,1,9.0576,14.8468,-5.7892,86.946,346.4393,72.1355,3,9,15,19,29,31,44,35.4,moderate
2003-02,2003,2,8.0676,13.7901,-5.7225,23.4434,220.6958,72.6478,1,4,1,8,7,13,8,13.8,low
2003-03,2003,3,26.511,33.9506,-7.4396,42.3263,152.7156,71.6538,4,4,5,7,12,15,17,16.7,low
2003-04,2003,4,68.9974,61.9097,7.0877,148.2681,214.0377,109.1202,3,4,6,5,6,12,12,13.2,low
2003-05,2003,5,63.125,49.0177,14.1073,240.1767,430.771,128.9669,1,3,7,4,9,8,16,9.6,low
2003-06,2003,6,25.5977,23.4404,2.1573,107.0325,495.4772,99.296,2,4,6,12,32,18,38,21.8,low
2003-07,2003,7,19.5343,20.9574,-1.4231,63.7257,410.9348,93.6871,10,7,18,10,26,27,44,31.4,moderate
2003-08,2003,8,34.3158,24.2402,10.0756,79.2454,250.0035,126.2327,2,3,3,6,15,11,18,12.8,low
2003-09,2003,9,19.0998,21.2376,-2.1378,84.9351,227.9062,93.4963,3,1,1,3,19,7,20,9.0,low
2003-10,2003,10,29.8406,34.3943,-4.5537,65.372,229.5526,85.8507,16,3,3,5,3,24,6,24.6,moderate
2003-11,2003,11,35.8643,46.6301,-10.7658,110.7291,261.0362,78.188,17,7,11,8,11,32,22,34.2,moderate
2003-12,2003,12,21.3161,27.4213,-6.1052,88.233,264.3341,81.2992,9,4,0,5,0,18,0,18.0,low
2004-01,2004,1,24.1938,14.8468,9.347,53.3619,252.324,144.2463,3,3,7,5,13,11,20,13.0,low
2004-02,2004,2,13.7555,13.7901,-0.0346,55.3598,196.9547,103.4507,0,3,14,8,49,11,63,17.3,low
2004-03,2004,3,25.6104,33.9506,-8.3402,60.4212,169.143,77.6213,15,3,1,5,2,23,3,23.3,low
2004-04,2004,4,68.8498,61.9097,6.9401,183.9048,299.6859,112.8056,3,3,12,5,17,11,29,13.9,low
2004-05,2004,5,27.6187,49.0177,-21.399,118.763,363.089,63.8679,12,1,3,2,4,15,7,15.7,low
2004-06,2004,6,17.736,23.4404,-5.7044,55.1718,357.8395,84.7549,13,7,3,8,3,28,6,28.6,moderate
2004-07,2004,7,13.5064,20.9574,-7.451,39.3332,213.2679,76.2863,6,6,72,7,74,19,146,29.0,moderate
2004-08,2004,8,21.7688,24.2402,-2.4714,62.9031,157.408,89.6537,3,4,12,6,13,13,25,15.5,low
2004-09,2004,9,26.6503,21.2376,5.4127,63.7547,165.9909,114.0228,2,7,1,7,1,16,2,16.2,low
2004-10,2004,10,30.0532,34.3943,-4.3411,86.9575,213.6152,89.6213,8,2,1,4,3,14,4,14.4,low
2004-11,2004,11,44.3849,46.6301,-2.2452,126.3299,277.042,98.6097,3,3,0,5,3,11,3,11.3,low
2004-12,2004,12,26.5157,27.4213,-0.9056,98.814,312.1014,95.2663,8,6,0,8,0,22,0,22.0,low
2005-01,2005,1,14.5726,14.8468,-0.2742,46.2016,271.3455,98.2747,4,18,27,29,57,51,84,59.4,moderate
2005-02,2005,2,9.4843,13.7901,-4.3058,40.0116,185.0272,79.395,3,4,1,9,7,16,8,16.8,low
2005-03,2005,3,28.5816,33.9506,-5.369,63.256,149.4692,81.4696,3,5,36,9,59,17,95,26.5,moderate
2005-04,2005,4,47.802,61.9097,-14.1077,126.8792,230.1467,78.8027,2,11,37,16,63,29,100,39.0,moderate
2005-05,2005,5,64.2145,49.0177,15.1968,163.5718,353.7069,139.605,3,7,10,11,15,21,25,23.5,low
2005-06,2005,6,18.0212,23.4404,-5.4192,115.4354,405.8863,85.1599,2,4,9,5,9,11,18,12.8,low
2005-07,2005,7,19.7161,20.9574,-1.2413,55.5409,334.5481,97.9945,4,13,70,20,121,37,191,47.0,moderate
2005-08,2005,8,22.6838,24.2402,-1.5564,67.213,238.1892,95.3278,6,1,1,3,4,10,5,10.5,low
2005-09,2005,9,17.3404,21.2376,-3.8972,62.39,185.1438,91.0443,5,0,0,0,0,5,0,5.0,low
2005-10,2005,10,24.5348,34.3943,-9.8595,58.8885,188.4914,73.7055,4,3,4,5,4,12,8,12.8,low
2005-11,2005,11,26.4103,46.6301,-20.2198,85.2707,206.5492,59.8761,2,4,5,8,5,14,10,15.0,low
2005-12,2005,12,7.2424,27.4213,-20.1789,39.8554,184.0146,40.351,2,2,4,3,6,7,10,8.0,low
2006-01,2006,1,9.167,14.8468,-5.6798,22.4717,147.5978,70.6075,0,3,2,7,37,10,39,13.9,low
2006-02,2006,2,13.0415,13.7901,-0.7486,29.4152,91.7424,96.0142,2,3,6,4,6,9,12,10.2,low
2006-03,2006,3,40.3377,33.9506,6.3871,104.8487,156.7356,114.4053,6,4,5,7,11,17,16,18.6,low
2006-04,2006,4,74.0431,61.9097,12.1334,195.7962,330.0602,119.156,1,8,10,10,10,19,20,21.0,low
2006-05,2006,5,52.2029,49.0177,3.1852,173.9728,474.6177,103.9549,0,7,10,9,20,16,30,19.0,low
2006-06,2006,6,21.6432,23.4404,-1.7972,86.4196,456.1886,92.2128,2,4,12,6,26,12,38,15.8,low
2006-07,2006,7,16.2285,20.9574,-4.7289,51.6051,311.9974,83.9497,9,7,8,12,28,28,36,31.6,moderate
2006-08,2006,8,21.8778,24.2402,-2.3624,69.5252,207.5499,101.5311,8,7,14,11,38,26,52,31.2,moderate
2006-09,2006,9,24.2031,21.2376,2.9655,61.9231,183.0534,111.9443,2,8,13,9,13,19,26,21.6,low
2006-10,2006,10,39.29,34.3943,4.8957,86.3796,217.8279,109.789,6,2,2,4,19,12,21,14.1,low
2006-11,2006,11,92.7741,46.6301,46.144,222.3278,370.6304,193.6052,0,4,8,12,16,16,24,18.4,low
2006-12,2006,12,60.525,27.4213,33.1037,210.9227,519.6301,196.8031,8,5,30,6,32,19,62,25.2,moderate
2007-01,2007,1,18.2795,14.8468,3.4327,119.8993,553.1499,109.2934,12,3,7,14,37,29,44,33.4,moderate
2007-02,2007,2,23.4713,13.7901,9.6812,72.5202,403.3423,143.529,2,2,2,4,5,8,7,8.7,low
2007-03,2007,3,27.6986,33.9506,-6.252,72.8179,265.2374,83.3258,3,5,7,5,7,13,14,14.4,low
2007-04,2007,4,49.5656,61.9097,-12.3441,121.2751,266.6132,85.1313,1,11,39,15,43,27,82,35.2,moderate
2007-05,2007,5,51.8233,49.0177,2.8056,155.9189,350.0119,108.5986,4,11,42,25,150,40,192,50.0,moderate
2007-06,2007,6,27.9352,23.4404,4.4948,117.1372,394.3313,116.9868,3,14,43,35,123,52,166,62.0,high
2007-07,2007,7,29.548,20.9574,8.5906,71.9731,345.0293,126.5312,2,9,33,22,83,33,116,43.0,moderate
2007-08,2007,8,28.7328,24.2402,4.4926,99.7181,288.8285,115.729,3,14,26,19,50,36,76,43.6,moderate
2007-09,2007,9,33.4812,21.2376,12.2436,96.6605,268.3517,142.7109,9,3,0,7,14,19,14,20.4,low
2007-10,2007,10,29.3332,34.3943,-5.0611,82.5849,278.9635,84.9233,0,3,1,4,3,7,4,7.4,low
2007-11,2007,11,31.7512,46.6301,-14.8789,100.6299,279.8753,70.3098,5,20,15,37,21,62,36,65.6,high
2007-12,2007,12,17.2469,27.4213,-10.1744,67.6868,250.9016,68.1272,107,49,99,83,168,239,267,249.0,high
2008-01,2008,1,12.7093,14.8468,-2.1375,34.7157,203.0323,97.3191,100,91,302,161,539,352,841,362.0,high
2008-02,2008,2,11.7277,13.7901,-2.0624,45.4335,147.836,87.7377,2,5,16,7,28,14,44,18.4,low
2008-03,2008,3,43.9907,33.9506,10.0401,68.7257,148.8749,117.7745,29,24,109,30,146,83,255,93.0,high
2008-04,2008,4,43.4071,61.9097,-18.5026,146.4213,260.5805,72.8416,7,7,10,10,28,24,38,27.8,moderate
2008-05,2008,5,35.2182,49.0177,-13.7995,116.4918,331.6388,72.8696,3,6,10,9,25,18,35,21.5,low
2008-06,2008,6,20.0109,23.4404,-3.4295,91.365,354.2781,87.8006,0,3,0,6,6,9,6,9.6,low
2008-07,2008,7,25.4845,20.9574,4.5271,59.5877,267.4446,111.7424,10,2,7,4,92,16,99,25.9,moderate
2008-08,2008,8,26.7447,24.2402,2.5045,80.8941,231.8469,99.1051,22,5,129,10,156,37,285,47.0,moderate
2008-09,2008,9,22.967,21.2376,1.7294,71.4574,211.9393,104.8963,1,6,24,10,41,17,65,23.5,low
2008-10,2008,10,40.4745,34.3943,6.0802,103.7031,256.0546,115.7917,0,2,0,7,21,9,21,11.1,low
2008-11,2008,11,41.8931,46.6301,-4.737,149.4839,324.6444,91.111,1,8,7,10,10,19,17,20.7,low
2008-12,2008,12,9.7917,27.4213,-17.6296,37.7792,290.9662,46.2661,2,5,3,7,5,14,8,14.8,low
2009-01,2009,1,14.0071,14.8468,-0.8397,29.0955,216.3586,95.3115,10,5,12,8,31,23,43,27.3,moderate
2009-02,2009,2,8.2104,13.7901,-5.5797,41.7429,108.6176,75.749,3,2,5,2,5,7,10,8.0,low
2009-03,2009,3,17.0119,33.9506,-16.9387,34.2676,105.106,54.0231,5,2,3,2,3,9,6,9.6,low
2009-04,2009,4,50.5595,61.9097,-11.3502,125.0553,201.0658,81.4295,3,2,0,7,29,12,29,14.9,low
2009-05,2009,5,41.7197,49.0177,-7.298,129.5669,288.8898,91.78,6,1,2,3,4,10,6,10.6,low
2009-06,2009,6,15.5576,23.4404,-7.8828,76.3762,330.9983,79.777,0,3,5,6,5,9,10,10.0,low
2009-07,2009,7,12.6021,20.9574,-8.3553,39.9359,245.8789,72.3171,0,5,3,9,4,14,7,14.7,low
2009-08,2009,8,18.7155,24.2402,-5.5247,48.0029,164.3149,81.4838,1,7,31,11,52,19,83,27.3,moderate
2009-09,2009,9,23.6965,21.2376,2.4589,67.7866,155.7254,97.1179,2,5,0,8,0,15,0,15.0,low
2009-10,2009,10,38.8719,34.3943,4.4776,98.6972,214.4867,120.3538,4,5,2,18,40,27,42,31.2,moderate
2009-11,2009,11,31.2637,46.6301,-15.3664,109.5412,276.025,71.3005,2,3,1,10,2,15,3,15.3,low
2009-12,2009,12,45.2254,27.4213,17.8041,109.5864,317.8248,159.5742,4,7,0,12,5,23,5,23.5,low
2010-01,2010,1,16.3546,14.8468,1.5078,95.7395,314.8671,109.3145,6,7,12,12,20,25,32,28.2,moderate
2010-02,2010,2,34.7152,13.7901,20.9251,63.6516,268.9775,197.1348,4,4,0,8,5,16,5,16.5,low
2010-03,2010,3,54.5064,33.9506,20.5558,146.9739,306.365,159.3508,4,2,3,3,10,9,13,10.3,low
2010-04,2010,4,59.7742,61.9097,-2.1355,177.6491,388.2746,96.1391,0,2,2,3,2,5,4,5.4,low
2010-05,2010,5,62.3689,49.0177,13.3512,196.586,521.209,120.7948,1,3,2,5,4,9,6,9.6,low
2010-06,2010,6,23.7277,23.4404,0.2873,106.5172,480.7524,99.0416,7,7,11,10,19,24,30,27.0,moderate
2010-07,2010,7,19.6122,20.9574,-1.3452,56.2088,359.3121,94.0798,4,4,5,6,10,14,15,15.5,low
2010-08,2010,8,24.1837,24.2402,-0.0565,63.4601,226.1862,97.4879,5,3,9,4,10,12,19,13.9,low
2010-09,2010,9,23.5095,21.2376,2.2719,80.5373,200.2063,103.5779,10,5,4,5,4,20,8,20.8,low
2010-10,2010,10,32.242,34.3943,-2.1523,81.5704,225.5679,90.2892,3,5,0,9,34,17,34,20.4,low
2010-11,2010,11,30.5722,46.6301,-16.0579,106.0387,268.1464,66.5792,6,3,16,12,23,21,39,24.9,moderate
2010-12,2010,12,20.2744,27.4213,-7.1469,63.4953,251.1044,74.9216,5,14,20,22,69,41,89,49.9,moderate
2011-01,2011,1,7.8975,14.8468,-6.9493,35.8518,205.3858,66.2063,6,10,8,15,17,31,25,33.5,moderate
2011-02,2011,2,11.8332,13.7901,-1.9569,33.0789,132.426,90.6826,10,13,6,18,10,41,16,42.6,moderate
2011-03,2011,3,31.2039,33.9506,-2.7467,62.0776,131.0082,88.1681,6,5,1,11,15,22,16,23.6,moderate
2011-04,2011,4,35.6829,61.9097,-26.2268,96.2759,191.4323,57.4488,7,2,4,3,4,12,8,12.8,low
2011-05,2011,5,42.4106,49.0177,-6.6071,146.6914,305.0449,85.4649,3,9,63,10,65,22,128,32.0,moderate
2011-06,2011,6,26.9995,23.4404,3.5591,85.5969,328.5642,112.4807,1,8,25,13,37,22,62,28.2,moderate
2011-07,2011,7,22.5529,20.9574,1.5955,69.3249,301.6132,103.2334,2,0,0,2,4,4,4,4.4,low
2011-08,2011,8,39.527,24.2402,15.2868,100.2563,255.1781,138.8693,0,1,1,1,1,2,2,2.2,low
2011-09,2011,9,26.9188,21.2376,5.6812,102.7212,272.3024,122.4828,1,1,1,1,1,3,2,3.2,low
2011-10,2011,10,49.558,34.3943,15.1637,107.8906,310.868,141.272,1,5,6,10,13,16,19,17.9,low
